cancion_id,anio,genero,artista,titulo,total_escuchas
565072d3-242c-4e25-9a00-f3b0c03a506d,1960,Pop,Coldplay,Grito Fuego,5253437
0fdd4c11-99b0-4ab7-b843-795a4529be77,2020,Trap,Radiohead,Luz Avenida Instante Refugio,307378
24a247ed-de42-481d-a6da-d0579670a31a,1996,Reggae,Mon Laferte,Viaje Adiós,469435
469be9e2-75cc-4fca-91f3-1ba7a7544167,1986,Techno,Beret,Viento,3771562
36412ff9-e445-4a9d-8a63-df6f17aaefb5,1967,Balada,Anuel AA,Verano Luna Fantasía Verdad,2586543
956484bc-8c4f-42ef-8fda-6d0f210045dd,2009,Rock,Maluma,Calle Espejo Montaña,6225350
2dc6ea20-447a-4ebc-8c44-ae92bcf8e908,1984,Folk,Ozuna,Calle Momento Mar Libertad,7821130
f354f944-83d2-4e45-959e-fe60f55e5ec1,1975,Folk,Beyoncé,Camino,4065629
98868117-1fc9-41ae-a080-1f15869ca616,1995,Salsa,Rihanna,Sueño Pueblo,6975098
fca94fa7-1daf-4230-8fa5-0d2c956103d1,1991,Hip Hop,Nirvana,Bailar Luz Fuego,1090312
211e9871-02be-40ab-87f1-dafae044159c,1973,Hip Hop,Daddy Yankee,Montaña Refugio Agua Instante,2007785
4ca14856-52c9-4fe6-bef7-2cf812c70063,1987,Reggae,Kendrick Lamar,Avenida Lluvia,2233724
a1c2c03e-fbdf-4441-b3c4-7e11379746a7,1999,Flamenco,Enrique Iglesias,Mentira Hola Dolor,3341577
764993f8-549e-4b12-8fdb-3efd73c107d3,1995,Jazz,Taylor Swift,Aurora,5433293
649f6d6a-517f-4d22-b81a-a3a573f8ab64,2006,Rock,Farruko,Oscuridad Eterno Destino,4671256
cd3099ab-66f8-4df1-a656-a1ca5c102dc5,2022,Punk,Maluma,Dolor Pueblo,2943648
63bb6bec-1a48-4b6f-b58f-7329bca871d6,2012,Electrónica,Red Hot Chili Peppers,Calle Grito Hola,2989383
0c5d0b92-d720-4f1d-8ca3-eafd6d849192,1970,Blues,Nicky Jam,Dolor Mar Amor,6298490
6f6d3d8b-26a7-4c76-94d2-3f67a0148d90,1985,Electrónica,Marc Anthony,Espejo Estrella Pueblo,8691156
3604286b-bbd7-4f6c-a0e8-4bc461c322c4,1961,Soul,Nirvana,Sol,1339730
c175df67-1b2c-458d-9581-331305b7a004,1971,Folk,Radiohead,Amor Luna,128256
ddb48372-8eb1-4c03-8163-af99f4fb5040,1978,Bachata,Morat,Instante Aurora Silencio,2128584
ba2eaca4-3b4b-4a0b-a3a3-ca633698eb23,1970,R&B,Pablo Alborán,Bailar Cielo Felicidad,7295821
104ba473-52ff-4a4c-8016-470c093ba0ca,1977,Indie,Ricky Martin,Montaña Pueblo,884845
667822d5-b1ca-447c-901a-5b245c00287c,1975,Gospel,Beyoncé,Momento Espejo,6105734
c6e78e36-b689-4ac1-902f-fe67c3da5e0b,2023,Pop,C. Tangana,Vuelo,9929287
f3f56c9d-35e0-444f-8b84-212b7b612169,1975,Electrónica,Maluma,Fantasía,7053029
10648fd3-5a08-41ec-a27b-c8e7ee5329dd,1970,Rock,AC/DC,Momento Agua,1446378
0affd30b-39ec-40eb-84ba-5265bd1e23aa,1968,Reggae,Ed Sheeran,Amor,4625123
3aae6ef9-3cce-45ea-99ce-3039c3911a06,1989,Country,Coldplay,Aurora,5266623
839be847-203d-416e-b96d-46c323bcb5b1,1995,Techno,Manuel Turizo,Silencio Infinito,8309883
e00e3d94-bb9e-4d2f-b9dc-0f6e366ef431,1980,Gospel,Enrique Iglesias,Mar Calle,7316782
dda16d1f-68f9-4c56-9e47-6801dcfc318d,1989,Reggaetón,Beret,Sol Fantasía,3200430
99a03278-4b66-4e86-9f08-1717fc236d04,1975,R&B,Myke Towers,Adiós Melancolía,6300730
a0aa86d9-58f4-4afa-a7d5-8d1c8aa8d348,2000,Bachata,Myke Towers,Misterio Mentira Fantasía,7926507
a1503cbc-d875-432e-83f3-f34e66aedfcb,1981,K-Pop,AC/DC,Viaje,5479802
005a2424-e10b-40bc-8fb8-0bafd7f807c1,1965,Pop,Led Zeppelin,Montaña Río Viento,7154225
02f02d07-dc0e-4739-b0dc-6de420ec3c76,1986,Trap,Gloria Estefan,Amor Pasión Espejo,5787959
3ce95914-e632-43ca-a24c-cf0c8c23e3c0,2012,Gospel,Rihanna,Eterno Infinito Avenida,3931448
86ed49bf-3a80-4a6d-8ba2-e3d8a33bb82c,1993,Ska,The Weeknd,Estrella,5300959
8dd7bd4d-2476-4423-9131-170c57b88431,2002,Punk,Muse,Risa,4271377
c27781de-ceea-4495-a9e4-7c973d681fb2,2002,Jazz,Zoé,Hola,9952480
0abdd4af-3d67-4c36-a3eb-22799436e9d0,1983,Techno,Maluma,Tierra,3856922
ffeb4824-7559-49f8-8bb2-8949450f67d3,1973,R&B,Nirvana,Viento Bailar Mar,2021940
cbc761b9-f594-4e14-a927-031969a65cc8,2018,Reggae,Aitana,Amor Momento Instante,5225487
b1d173ff-0ab7-46ef-b6f4-7f8ef6721bd0,1974,Gospel,Bad Bunny,Alma,4095428
c6614754-276a-4f7f-bd6d-c9abe76f5517,2017,R&B,Enrique Iglesias,Viento,1719593
f2a6a089-9879-4f26-86a4-feb52a29e9db,1992,Soul,Taylor Swift,Dolor,3772275
5892c481-153b-4710-9c5b-3dc7ddb655e8,2018,Country,Anuel AA,Grito,9517546
f013b3c7-6b8a-4e59-8078-9e4c76525a6f,1979,Electrónica,Karol G,Amor Sol,4932087
94ba55b8-38fb-4969-812e-658a65feaf46,1974,Rock,Ozuna,Ocaso,8246808
b881d74c-72be-44f1-b292-08a9ede89b77,1999,Folk,Linkin Park,Mar,5244495
721da565-44e6-44d4-a7ab-383b05b61e7f,2023,Bachata,Café Tacvba,Estrella,6874491
f8316493-b751-48ec-ab30-196e0176fef6,2013,Soul,Farruko,Bailar Pueblo Ciudad Avenida,3577535
b370a606-683c-41f3-9ecb-d3da971ed10c,1989,Hip Hop,Led Zeppelin,Estrella Luna Refugio Ocaso,5038512
6af346e9-8c08-4933-80e6-6d9f65055850,2006,R&B,Karol G,Mar Camino Libertad Instante,4893013
0200add8-126c-4343-b778-a13f52f74339,1966,Clásica,Ozuna,Esperanza Avenida Dolor Felicidad,6267557
dd0f67d9-e833-45bc-9c3b-d25efea3612d,1973,Clásica,Rihanna,Avenida,5403569
7a7c43e1-00bb-4056-a97b-abecd112c74b,1987,Soul,Pablo Alborán,Tierra Risa Fantasía Vuelo,1858704
28bf0cbf-369c-4e5d-9e93-73a2158ae6e0,2021,Blues,Sia,Recuerdo Calle,6511228
9aa18d6d-3445-4d3e-82d2-c42639b1b949,2019,Folk,Adele,Viento Melancolía Fuego,6011897
0f8dbf5f-9c8f-4be6-a206-10ad267f5598,2015,Bachata,Juanes,Avenida Pasión Corazón Camino,5804878
787c6d80-bb3f-415b-875e-8862e75011de,2010,Salsa,Paulo Londra,Felicidad Bailar Dolor Calle,8035740
91d5737a-d186-4c34-885a-286e081a1cce,2006,Techno,Drake,Cielo Luna Grito Bailar,4096178
8d868ac1-5078-48ff-bccb-e2826582bd95,1968,Punk,Rauw Alejandro,Estrella Viento Alma,8968658
6736d446-4a03-4560-aa83-3f7678b2819b,1997,Techno,Bruno Mars,Camino Cuerpo Bosque,5751436
02e43edc-dd20-45e1-a1c4-098a3ef69347,1978,R&B,Pablo Alborán,Agua Luna Lluvia Mentira,4243901
2bfac926-1297-4867-a51f-4dad0078b4bd,2008,Ska,Led Zeppelin,Agua Libertad Luz Cielo,1663234
06c250a3-e030-4ca0-9ebd-009588971ff6,2008,Salsa,Myke Towers,Noche,3936634
98054557-f855-4890-bee2-1b8eb59fea51,2020,Balada,Daddy Yankee,Invierno Sueño Espejo Grito,1546090
63413bcb-fdac-4272-b38b-2eea671e93a8,2012,K-Pop,Shakira,Ciudad Corazón,4787607
561cfe9c-1bc1-488d-82d5-ccfaef084600,2013,Soul,Maria Becerra,Ciudad Amor Desierto Camino,3693111
d3ccdffb-d93b-419e-bcc7-f38fd89f0185,2017,Ska,Gloria Estefan,Camino,6677317
fc03e4b5-a782-446d-8f98-94072ddc5d0a,1976,Balada,Beyoncé,Cielo Montaña Silencio Camino,2527619
9c1de709-467a-43e0-8a9d-ea0736e2fc24,1974,Reggaetón,Muse,Verdad Calle Refugio Momento,5814722
af2b827b-9507-435f-88fc-7d304e6157ea,1999,Folk,Linkin Park,Lluvia Hola Misterio,2198287
e28e9202-d9b4-4e89-917d-300803cfc35a,1982,Hip Hop,Maluma,Verdad Pueblo Calle,1757853
7be3295c-5d2e-43cd-8a7c-3a639c39cf4a,2021,Jazz,Morat,Infinito Invierno Mentira Avenida,5645940
59724487-a7ab-48ce-9845-133af490cc8f,2005,Bachata,Metallica,Desierto Calle Montaña Cielo,6719779
779043eb-635e-48e6-a1ee-d145e084fbef,1975,Punk,Aitana,Misterio,1495377
916874b7-436a-4beb-9786-5677d50d95ae,1992,Reggaetón,Adele,Destino Felicidad,3872243
1b3a8075-85b2-44df-ab12-d201c242933c,2021,Salsa,Zoé,Felicidad Sol,7505921
c46ff088-ea2e-434b-a405-4c65078577f2,1974,Pop,Juanes,Bailar,8314432
63dfec0c-ccdc-44dc-964f-88edd1c80501,2010,Cumbia,Adele,Aurora Cielo Pueblo Adiós,7538237
d5657608-522d-48df-8f21-401ed09f125d,1979,Salsa,Manuel Turizo,Alma,2333487
a445c979-9084-48e2-b725-c2698b2b3abe,1974,Jazz,Vicente Fernández,Avenida Verdad,4438885
c9b565a6-106e-4163-be0c-ac85112c7160,1999,Reggae,Nirvana,Pasión Misterio Avenida Viento,8105066
726dbfd1-01a4-4266-9198-c5cd771e9afa,1999,Indie,Linkin Park,Adiós,8380551
c529d342-b87e-4a2a-bc46-183521293d06,1972,Reggae,Metallica,Fantasía Momento,8934495
3cfb406b-096d-49ea-a52f-54736647ca9f,2021,K-Pop,Imagine Dragons,Sol Mentira Amor Melancolía,8055346
2f13585b-f6cc-4ecf-abeb-57b30dfcbb9f,1989,K-Pop,Muse,Avenida Tierra,8341688
2b15bfba-d092-4028-b1a0-5f6f4b927b71,2000,Soul,Muse,Eterno Viento,9572095
a5d75f5d-8388-430e-aef5-0c0ce7db6914,1989,Pop,Dua Lipa,Momento Verano Libertad,487022
ae86a037-00be-4426-a71b-f4daaaa459ca,2008,Trap,Luis Fonsi,Corazón Calle,4799949
e5a182d4-2808-4836-821a-219026d706b6,1965,Jazz,Linkin Park,Pueblo,8557568
91754ff2-4db4-4885-9b01-a9762c95982a,2001,Balada,Alejandro Sanz,Fantasía Corazón Felicidad,78019
e58a098e-4e8d-4134-9e0c-dbfbe183a7a0,1990,Cumbia,Anuel AA,Sueño,8552468
130d0ce8-f8f1-48fa-82a0-a39886e50c64,1966,Metal,C. Tangana,Mentira Bailar Eterno,5330418
9ffed7a2-32fe-4ede-8ea4-d1013a9f03d9,2006,Pop,Maluma,Espejo Destino Río Calle,5363430
931f4917-f05c-4018-b7cd-8eb082696577,2020,Clásica,The Weeknd,Adiós Corazón Bailar,1577173
7394b2f7-351d-4d70-a98e-19ba52e5a4f1,1964,Cumbia,Imagine Dragons,Tierra,6335248
dea57d25-903f-42de-acff-a9175e9e0591,2000,Folk,Mon Laferte,Viaje,453855
c57dc46c-014c-4ba6-b78e-2748cadd6142,1986,Pop,Adele,Refugio Silencio Bosque Camino,9271278
dc0257aa-24fc-496a-9d7e-8a148abd6ca8,1998,Electrónica,Bad Bunny,Bosque Hola Amor Risa,6104217
76cc557c-d69e-45c7-b8d5-cffb6582a940,2019,Metal,Maluma,Noche Instante Cielo,885133
2edd078a-fc96-4c67-bd9b-f722652b9681,2010,Hip Hop,Imagine Dragons,Felicidad Bailar,3305895
b1c963a4-6f2a-469c-9588-a55f46eb27c0,1979,Soul,Beret,Sol Oscuridad Dolor Ocaso,1126654
2b148ca8-ae4f-4fe6-9095-4892f13355c7,1992,Punk,Maluma,Fuego,9892623
c9062357-b3d9-445a-980c-61613797f85d,1995,Gospel,Farruko,Melancolía Bailar Momento Alma,129220
fecea32b-a702-4333-90f6-63b72db3c2f0,1961,Flamenco,Maria Becerra,Fuego Fantasía,3452859
4cb40b92-6d9e-45db-b747-79ae43c3d276,2015,Electrónica,Enrique Iglesias,Ocaso,2406506
4b884a89-9c6f-44e4-8a15-ccc11c615939,1970,Metal,Shakira,Destino Desierto Estrella Infinito,8906888
19d13f97-5caf-4565-93c2-6330a9d57677,2006,Trap,Imagine Dragons,Desierto Viaje Fantasía,7243995
420582e0-0795-4eaa-a810-6cf209b1764b,1977,Reggaetón,Kendrick Lamar,Cielo Ocaso Mentira,7839304
db98dcb4-5be2-4129-aaf6-b68679b25aa5,1970,Rock,Aitana,Ciudad,3983216
413a3516-4675-4a2f-8f56-72726ff75202,1969,Techno,Muse,Eterno Instante Corazón Melancolía,5493972
3df80654-1fcd-4646-8d84-571962a853f8,1980,Soul,Marc Anthony,Eterno Pueblo Verdad,7274484
152598a4-ae1b-497e-bcea-a5284d5ac06f,2015,Soul,Nirvana,Libertad,705323
e40f1839-7c1b-40bf-8e79-a2c8d6a9fa46,1985,Techno,Enrique Iglesias,Montaña,7834646
f0389c04-f3d1-4fe1-8e97-ec4570b33218,1969,R&B,Marc Anthony,Vuelo Libertad Melancolía,517083
b7d8022e-77b4-40e6-adac-7bbd70e47f49,2024,Pop,Shakira,Calle,3251761
2b5e88c5-3ea0-4f69-b43d-9ed0fae7c7e1,1982,K-Pop,Ricky Martin,Corazón Mar Verano Noche,4643807
363bd1f4-e938-4bc1-8538-1904b2c5b918,2023,Clásica,Billie Eilish,Avenida Invierno Infinito Destino,1240871
5b75d280-fabc-4704-8973-05a341ae8942,2011,Electrónica,Queen,Felicidad,6626071
6aac1a4c-ecc6-49a5-a149-b8a87acedcec,1966,Country,Kendrick Lamar,Risa Adiós Misterio,2609414
94b44615-38a1-494d-844e-78922d67ffdd,1974,Electrónica,Taylor Swift,Montaña Fuego,9208100
cbd9f5bf-139e-4718-adf4-2a4c901c8fcc,2015,Clásica,Luis Fonsi,Recuerdo Agua,8096282
dc2da316-1c7a-4d21-b97e-64dca4351008,1972,Gospel,Karol G,Eterno Mentira Esperanza,7814126
aad6ea78-2ad7-44aa-9c33-7b6e17ddc609,2002,Bachata,Drake,Infinito Viento Recuerdo,1082507
4ae002f6-b342-4704-a993-d38c44d2a203,2017,Country,Bruno Mars,Lluvia Alma Eterno,9773206
67cffc27-074b-46b5-b7ff-f6de4d857e96,1967,Pop,Karol G,Pueblo,7227219
117f220b-e36f-43ec-a36c-73c69e151b65,1962,Rock,Billie Eilish,Noche Estrella Ocaso,9100525
7e3e5a88-054c-498f-9485-b78458bc361e,1966,R&B,Rihanna,Fantasía Viento,4835838
02e7e3ea-e193-467a-a959-fecfc5aae785,1971,Cumbia,Adele,Bailar Dolor,2703078
7704aaad-bc43-4232-a2c0-745c828baf1d,1968,Hip Hop,Taylor Swift,Lluvia Sombras Oscuridad Montaña,8930339
431c536b-be15-4d48-acfb-3b8ac72f3776,2006,Trap,Imagine Dragons,Viento Verdad,9455966
09c49cdc-7627-487a-8232-c58321df61d4,1984,K-Pop,AC/DC,Risa Aurora Fantasía,649928
4c175d5a-388f-419d-9a66-b2bb90ac6415,1964,Jazz,Paulo Londra,Ciudad,7855328
eb40b938-1fba-4bd8-b789-3eaabc4bf462,1975,Bachata,Arctic Monkeys,Hola Vuelo Luna,9120359
277a130a-63bf-40d6-9dfe-d384401f0650,1975,Flamenco,C. Tangana,Camino Sol Noche Sueño,4802439
1cb7eb00-66eb-43fe-ae44-af223d779e0e,1994,Cumbia,Alejandro Sanz,Sol Viento,3417993
84e4b665-51f3-4060-a688-0c1a202729e1,1990,R&B,J Balvin,Recuerdo,7871214
c4246417-9028-4df3-a0ee-7e4e16009401,1980,Pop,Drake,Sombras Eterno Amor Sol,4180635
ea6ce9f9-3680-4511-b51f-8b2029be01c6,2004,Techno,Bruno Mars,Recuerdo Cuerpo Amor,8195357
671aa0e4-fc6b-4ee3-aaac-ffd723dc025d,1972,Salsa,Café Tacvba,Sol Amor Silencio,9749672
8f58e1c2-fc56-4421-a48e-7a06dbd3288c,1976,Flamenco,Morat,Amor Mentira Risa,9989994
f2f4ddcb-ac44-4771-8908-d65507aebd6e,2018,Cumbia,Rosalía,Vuelo Viaje Felicidad Ocaso,2137487
acbcc555-911f-471b-918e-b1cad672e421,2023,Rock,Sebastián Yatra,Misterio Instante Viento,8448307
0b054ae2-67b7-4e27-ba94-d5f7568328c8,1994,Salsa,Anuel AA,Sombras,2025405
94cd7315-966a-40b8-b7f3-3d8f75b39959,2016,K-Pop,Taylor Swift,Pasión Sueño,26012
341b66af-dfe3-4b38-be67-23a032b9f6a9,2008,Trap,Nicky Jam,Refugio Vuelo,4620116
390f5651-7b3a-460c-b204-b0cb2ed86092,2012,Rock,AC/DC,Sueño,7591917
e10826a6-589d-4be7-9edf-79c80808014b,2000,Soul,Radiohead,Vuelo Grito Luna,4054624
391612ab-bd6e-4bbf-bfcc-f04691f3146a,1965,Blues,Zoé,Refugio,6096262
b108c29c-ef75-452a-9a34-af4ac4207a4d,2025,Metal,Linkin Park,Cielo Fantasía Verano,1219580
b15a46b9-4afc-41b5-b8be-4a8a8a568bf7,2002,Ska,The Weeknd,Dolor Hola Ocaso Aurora,428105
ec2c07f6-1339-4666-a552-fdc5f8b13d9f,1997,Metal,Sia,Fantasía,1285611
bbad4416-cea3-4cd8-ab81-047cc1264932,2018,Ska,Morat,Bosque Invierno Silencio,8509198
fa70bff8-866e-4305-a517-53ab30b3569a,1986,Folk,Sia,Refugio Destino,1533184
b145f817-3076-44b3-bef2-838a8548c549,1995,Ska,Nicky Jam,Hola Tierra,5891140
eaf6f9c3-a8c2-403c-87af-0c1962853fe8,1960,Reggaetón,AC/DC,Verano Bailar,9768287
3a704134-9ae7-4270-b231-ffcf69f50f2b,2011,Soul,Radiohead,Instante Melancolía Sol Pasión,6228520
69cddd1d-77ad-4cd1-98af-bc59cbb1c991,2016,Country,Karol G,Oscuridad Refugio,7624336
ea296ace-0571-4d2c-9f2e-a2fb1fb72398,2010,Hip Hop,Linkin Park,Invierno Aurora Felicidad,6152132
3d75d4c3-1624-4f15-8e2b-386c570330aa,1970,Flamenco,Rosalía,Viaje Corazón Mentira Dolor,3746946
c4609dd9-e892-4cd1-ac54-0d24ee58fc42,2014,Trap,Sebastián Yatra,Pasión Desierto Vuelo,9640835
a97de12e-566b-44fd-8f10-98a1f0127804,1961,K-Pop,J Balvin,Luz Momento Grito Ciudad,2848592
7f30114f-0d96-4834-b365-7b6717d74f57,1973,Metal,Imagine Dragons,Desierto Calle Montaña Oscuridad,4468509
dccf3ae6-d371-4108-a93d-44644c81b116,1997,Reggaetón,Arctic Monkeys,Río Sombras Tierra,113696
61ccd8ac-1d7e-42a2-b26e-b84c1a8e5db4,2022,K-Pop,Vicente Fernández,Oscuridad Momento,8285108
97b8741d-2d52-4f7f-8d60-59714f00c98c,2014,Metal,Beyoncé,Sombras,4515703
bd24711f-ed6c-4d14-b4f0-03c2f430c20f,1975,Rock,Maria Becerra,Hola Luna Risa,7994631
1716a9bc-9caa-4dd6-8a63-91c6d69f8ba6,1962,Indie,Ed Sheeran,Calle,5156749
d2d4c1c4-ec97-4478-954d-d9ddd75c2615,2007,Salsa,Bad Bunny,Viaje,8194002
f4113fb0-663e-4942-b83c-a6c6fe62e86b,2023,Jazz,Rosalía,Aurora Risa,4486326
0d21202c-828c-49bd-91bb-5240ab6d27de,2018,Reggaetón,Bad Bunny,Momento Agua Vuelo Viaje,2442690
1f0623e8-bec0-4727-9611-806943a3743f,2020,Punk,Enrique Iglesias,Pueblo Viaje Adiós,6229817
b0540353-36ef-46cd-9a79-3c425b70c9f1,2017,Clásica,Ozuna,Sombras,7227962
9fee40ad-cb18-4bc1-b859-c9aa6bff2056,2003,Country,Taylor Swift,Invierno Fuego Verano Grito,4796867
1ca6039e-c682-447d-80aa-aeba930f67fe,2016,Folk,Luis Fonsi,Dolor Pasión Vuelo,7168629
601e070d-7eac-4593-8622-010d48c6a065,1996,Blues,The Weeknd,Destino,2801887
476e19dd-287c-434f-9037-f2ed4d41f3d8,2001,Techno,Arctic Monkeys,Montaña,9750486
5ec1f8a6-c9cc-4d95-bd8b-37728957bc38,1964,Salsa,C. Tangana,Bailar Luna Verano Invierno,4780039
7f5e00d1-0427-408b-bc5b-038dbf72c3fd,1967,Flamenco,Farruko,Espejo Adiós,5796465
f6347c57-a39d-4e33-901e-f35e2c551175,2002,Bachata,Rosalía,Agua Risa Melancolía,1245823
3594b609-5a3b-4294-9a6a-68c718318b3e,2017,Blues,Rosalía,Montaña Noche Estrella Ciudad,2256702
4910be8b-8d49-4f85-af13-5a88df99c866,1979,K-Pop,Rosalía,Risa Instante Alma Amor,4032139
d0168616-1987-482b-82fb-9635da6aebce,2018,Blues,Marc Anthony,Alma Libertad Noche,3525311
dd847994-6396-41a5-823a-d104b95efcf4,2021,Hip Hop,Maluma,Mar Libertad,7324895
c2adf2a8-3741-4228-982b-77fe9e691e95,1987,Hip Hop,Metallica,Invierno Cielo Alma,9798955
aec2b415-e023-4099-9d53-a83a3bae4bf3,1966,Punk,Luis Fonsi,Momento Luz Cielo Pueblo,6975644
12132745-99cd-4b6f-b77c-1ff7edc309ab,1971,Pop,Sia,Calle Cielo,3255002
9c4ff0d1-7c0a-4d90-a556-386897093ee7,2002,Jazz,Mon Laferte,Luna,4544238
59ff7337-1158-43f3-a726-aaabfe0a1ac4,1989,Metal,Farruko,Recuerdo,8475983
5e238e77-c70e-49b3-8dcf-a30de1fe5d87,1999,Hip Hop,Imagine Dragons,Oscuridad Estrella Ciudad,6600422
9ad7c0ed-ffcf-4610-a786-7b67f4c14e36,1985,Rock,Sia,Misterio Dolor Luna,4538199
224a88e7-63f5-419f-bcde-a321896397d5,1992,Country,Queen,Refugio Calle Melancolía,5854268
d3db11bf-f943-49e6-98b2-849a4eb8adf4,1966,Ska,J Balvin,Hola,453597
1aa603b2-0a23-40f0-a8cb-e6995b3d219b,1964,K-Pop,Billie Eilish,Avenida Silencio Oscuridad Camino,9632385
a521dc42-f865-4afa-8092-8c13dc23cbbb,1979,Reggaetón,The Beatles,Calle Infinito,2086380
9afb279e-968a-47df-b6e1-c42b17a27156,2019,Salsa,Dua Lipa,Alma,8143769
d03eef27-5e40-45fc-a357-f58ca40fa25d,1982,Pop,Café Tacvba,Destino Agua,1118092
989aa168-8876-4eb0-98a1-853819bbcfb1,2010,Country,C. Tangana,Sombras Melancolía,841737
78a6765e-1582-4b50-82c0-8435dc5c05fd,2007,Salsa,Shakira,Fantasía Tierra Libertad Oscuridad,1446355
ca0a2844-e956-41a5-b43f-962c1423215a,2016,K-Pop,Coldplay,Sombras Fantasía Hola,9529321
6c40e5ec-8c7f-4264-b9cf-77626f0f8e70,2014,Reggaetón,Coldplay,Sombras Oscuridad,3061926
ead3a32c-c88f-42bd-8fdd-f7da469f02a4,2023,Bachata,Nicky Jam,Refugio Grito Camino,2231914
7da6fdd9-3bf8-4ad2-832f-8657a1da72bd,2008,Clásica,Nicky Jam,Bailar,6134148
fb30600b-d652-483d-9d6f-9456a92aee7c,1985,Jazz,Farruko,Pasión Destino,7089709
d62a224e-31ca-4fa8-bace-b3ce95ad1a29,1990,Punk,Metallica,Estrella,2275673
56c89ca4-809a-449d-9024-5964a5f33309,2010,Techno,Queen,Fantasía,7944977
a41ce842-de69-4d06-91df-fb310c794b9d,1977,Hip Hop,Ed Sheeran,Adiós,9260464
d74c2daa-2280-4d59-81ed-4f6fad20a64d,1987,Metal,Ozuna,Sombras Verdad Montaña Oscuridad,1406027
c5976318-e74e-43ad-9237-a22208bee0de,2010,Bachata,Luis Fonsi,Alma Lluvia Corazón Viento,8232859
ae820666-b541-4b08-b338-947198fe99c0,1964,K-Pop,Radiohead,Verano,227264
af3f1a75-552f-423f-8f2f-643e42642aa2,1987,Indie,Radiohead,Melancolía Calle Misterio Fuego,1726883
05f6fc52-d9b6-4818-9c3e-b2029fc348ba,2015,Punk,Kendrick Lamar,Eterno Ocaso Vuelo,8809820
93cac40d-858c-40cd-9b4f-00002e5e2815,1960,Clásica,Led Zeppelin,Ciudad Cielo Recuerdo,2691892
bc34527b-7a27-4571-be96-f9d0b850df8d,2024,Ska,Julieta Venegas,Hola,1697340
ecf94050-23a6-43cc-8d24-0ac27a68cc80,2014,Reggaetón,Ozuna,Camino Misterio,1622844
7fb923f0-c05a-4660-b646-0666077f5c2b,2025,Trap,Kendrick Lamar,Camino Río,315835
aae92fa8-3d54-4d20-8426-a2298b1be7b1,1962,Jazz,Paulo Londra,Libertad Bosque,4337788
e868be3a-c19e-4b96-a88a-c3454707c2ec,2000,Clásica,Alejandro Sanz,Corazón Momento,957890
8d58ceb6-2a8d-4a54-a139-f1a76d052feb,1997,Folk,Pablo Alborán,Dolor Melancolía Cuerpo,1069952
685de32b-1f51-4e35-b5e1-b3c20a81d5a4,1964,Clásica,Queen,Esperanza Vuelo Grito,4276172
7329c7b3-67db-4b01-9c3f-e513b298988d,2016,Indie,Imagine Dragons,Melancolía Dolor Calle Invierno,7392913
6fad45c0-9072-4143-b940-988da5e2c13e,1991,Reggae,Farruko,Bailar Misterio Corazón,5336648
8a324a43-1000-4b0e-8c95-538e47e028d3,2020,Techno,Taylor Swift,Avenida Silencio Infinito,9230901
163a9b9b-9437-4f05-ac1b-846950afad1f,1966,Bachata,Anuel AA,Desierto Tierra Verano Sueño,6988909
efaac7e7-a265-4cb1-892a-b76aae5da3b8,2009,Indie,Manuel Turizo,Desierto Río Luz,7761338
0939a1df-922c-423b-ba0c-cf612b72fde7,2017,Blues,Aitana,Risa Melancolía,7338275
75d0d3ed-9041-4ce6-830b-a662dec8993e,1976,Electrónica,Tini,Risa Mentira Eterno,3559922
e5d48be3-7b7b-4f3c-bd65-ea988979a0bc,2000,Electrónica,Bad Bunny,Viento Momento Bailar,2419424
0d05d4f5-2a4f-4e0f-826f-a12fb361bc64,2011,Trap,Imagine Dragons,Viento Mentira,4909028
cbfadd2e-4653-40e2-9e85-cdedc1abcea8,2001,Flamenco,Sebastián Yatra,Estrella Pasión,8063220
bab8a616-bcbd-4c8d-b5f0-8a59faa28071,1985,Salsa,Beyoncé,Cuerpo,4931554
0e9a2b27-b947-471a-b3be-6e75c2e0e3a0,1974,Rock,Coldplay,Oscuridad,8793181
4edbd1ee-559d-4784-9e35-5190e8701d42,1970,Trap,Muse,Fuego Tierra,7725538
f7e6c9a2-691e-4ef0-bccd-a31108109724,1963,Punk,Café Tacvba,Silencio,3693502
0ead4479-0395-481f-96b3-894e8576caae,1964,Balada,Marc Anthony,Esperanza Agua,4221720
c959ea73-d716-4f44-acf4-33bf9514c14f,2003,Balada,Mon Laferte,Luz Estrella,2768908
32d7829c-eb56-4d1e-adc8-4613e268bc5d,2011,Hip Hop,Linkin Park,Alma Sueño Camino,8621961
e44d79cf-d59b-452e-83c4-7ea3cad56564,1975,Cumbia,Maria Becerra,Río Alma Viento Esperanza,1698547
b5f41f40-2808-440a-b6ae-5b9ae5625f5c,1993,Cumbia,Karol G,Avenida Oscuridad Eterno,7434358
73cc6d5e-0bed-4f28-883f-6acf0de99a32,1962,Punk,Arctic Monkeys,Instante Grito,54920
051f635f-362d-4dd4-a602-616683766266,2004,Ska,Beret,Alma,8889217
e36d8335-a909-468b-8738-0aed76dac198,1989,Country,Imagine Dragons,Viaje Esperanza Recuerdo Desierto,2597680
6da3cbbe-f231-4856-b6a0-cfdead221369,2012,Punk,Bruno Mars,Sol Refugio,5289990
36a510a6-de67-4450-9d52-39437e9d06df,2023,Electrónica,Bad Bunny,Grito Camino Adiós Río,3324181
